VALOR_MAX;VALOR_MIN         ;VALOR_MED       ;FECHA_MAX                       ;FECHA_MIN ;FECHA         
24,4;6,4               ;16,01           ;26/06/13                        ;26/06/13  ;2013-06-26 00:00
23,6;7,5               ;15,81           ;27/06/13                        ;27/06/13  ;2013-06-27 00:00
24  ;9,2               ;17,4            ;28/06/13                        ;28/06/13  ;2013-06-28 00:00
26  ;9,8               ;18,5            ;29/06/13                        ;29/06/13  ;2013-06-29 00:00
28,7;10                ;19,81           ;30/06/13                        ;30/06/13  ;2013-06-30 00:00
29,3;15                ;22,19           ;01/07/13                        ;01/07/13  ;2013-07-01 00:00
27,1;13,6              ;21,57           ;02/07/13                        ;02/07/13  ;2013-07-02 00:00
25,1;16,1              ;20,86           ;03/07/13                        ;03/07/13  ;2013-07-03 00:00
30,7;15,8              ;22,13           ;04/07/13                        ;04/07/13  ;2013-07-04 00:00
31,9;14,1              ;23,26           ;05/07/13                        ;05/07/13  ;2013-07-05 00:00
32,4;16,4              ;24,9            ;06/07/13                        ;06/07/13  ;2013-07-06 00:00
31,7;14,6              ;23,2            ;07/07/13                        ;07/07/13  ;2013-07-07 00:00
31,6;14,1              ;23,74           ;08/07/13                        ;08/07/13  ;2013-07-08 00:00
30,6;19,3              ;25,13           ;09/07/13                        ;09/07/13  ;2013-07-09 00:00
31,7;16,6              ;25,1            ;10/07/13                        ;10/07/13  ;2013-07-10 00:00
29,8;15,3              ;22,79           ;11/07/13                        ;11/07/13  ;2013-07-11 00:00
30,9;17,8              ;24,29           ;12/07/13                        ;12/07/13  ;2013-07-12 00:00
30,6;15,5              ;23,5337395833333;13/07/13                        ;13/07/13  ;2013-07-13 00:00
30,1;14,2              ;21,1364583333333;14/07/13                        ;14/07/13  ;2013-07-14 00:00
29,7;15,7              ;21,9412729166667;15/07/13                        ;15/07/13  ;2013-07-15 00:00
29,2;17,5              ;22,7780864583333;16/07/13                        ;16/07/13  ;2013-07-16 00:00
28,8;15,2              ;21,7083333333333;17/07/13                        ;17/07/13  ;2013-07-17 00:00
28,2;13,6              ;21,14375        ;18/07/13                        ;18/07/13  ;2013-07-18 00:00
28,8;16,3              ;22,966375       ;19/07/13                        ;19/07/13  ;2013-07-19 00:00
28,9;15,3              ;22,205715625    ;20/07/13                        ;20/07/13  ;2013-07-20 00:00
30,5;18,1              ;22,9979166666667;21/07/13                        ;21/07/13  ;2013-07-21 00:00
30,4;14,1              ;22,6552083333333;22/07/13                        ;22/07/13  ;2013-07-22 00:00
30,5;17,7              ;23,1873729166667;23/07/13                        ;23/07/13  ;2013-07-23 00:00
31,6;14,8              ;22,93125        ;24/07/13                        ;24/07/13  ;2013-07-24 00:00
32,7;19                ;26,471875       ;25/07/13                        ;25/07/13  ;2013-07-25 00:00
31,2;22,4              ;26,6822916666667;26/07/13                        ;26/07/13  ;2013-07-26 00:00
29,6;21,4              ;24,9052083333333;27/07/13                        ;27/07/13  ;2013-07-27 00:00
24,5;15,5              ;20,24           ;28/07/13                        ;29/07/13  ;2013-07-28 00:00
26  ;11,5              ;18,96           ;29/07/13                        ;29/07/13  ;2013-07-29 00:00
30,4;11,9              ;21,18           ;30/07/13                        ;30/07/13  ;2013-07-30 00:00
32,4;14,4              ;24,22           ;31/07/13                        ;31/07/13  ;2013-07-31 00:00
32,1;21,9              ;27,07           ;01/08/13                        ;01/08/13  ;2013-08-01 00:00
32,1;22,6              ;26,62           ;02/08/13                        ;02/08/13  ;2013-08-02 00:00
30,5;15,3              ;23,41           ;03/08/13                        ;03/08/13  ;2013-08-03 00:00
30,5;15,3              ;22,99           ;04/08/13                        ;04/08/13  ;2013-08-04 00:00
33,3;19,9              ;25,84           ;05/08/13                        ;06/08/13  ;2013-08-05 00:00
28,3;15,9              ;21,65           ;06/08/13                        ;06/08/13  ;2013-08-06 00:00
24,6;14,6              ;18,93           ;07/08/13                        ;07/08/13  ;2013-08-07 00:00
22,1;11,3              ;16,68           ;08/08/13                        ;08/08/13  ;2013-08-08 00:00
26,5;11,4              ;18,99           ;09/08/13                        ;09/08/13  ;2013-08-09 00:00
28,9;13,3              ;20,74           ;10/08/13                        ;10/08/13  ;2013-08-10 00:00
33,1;12,7              ;22,25           ;11/08/13                        ;11/08/13  ;2013-08-11 00:00
30,8;18,5              ;24,7            ;12/08/13                        ;12/08/13  ;2013-08-12 00:00
28,2;16,9              ;21,56           ;13/08/13                        ;13/08/13  ;2013-08-13 00:00
29,7;12,7              ;20,84           ;14/08/13                        ;14/08/13  ;2013-08-14 00:00
31,3;10,2              ;21,11           ;15/08/13                        ;15/08/13  ;2013-08-15 00:00
30,2;17,3              ;23,19           ;16/08/13                        ;17/08/13  ;2013-08-16 00:00
28  ;14,1              ;21              ;17/08/13                        ;17/08/13  ;2013-08-17 00:00
31  ;16,8              ;23,39           ;18/08/13                        ;18/08/13  ;2013-08-18 00:00
26,9;15,7              ;21,05           ;19/08/13                        ;20/08/13  ;2013-08-19 00:00
28,5;11                ;19,77           ;20/08/13                        ;20/08/13  ;2013-08-20 00:00
31,6;12,3              ;21,17           ;21/08/13                        ;21/08/13  ;2013-08-21 00:00
30,6;18,1              ;24,48           ;22/08/13                        ;22/08/13  ;2013-08-22 00:00
29,8;15,8              ;22,43           ;23/08/13                        ;23/08/13  ;2013-08-23 00:00
23,3;15                ;19,49           ;24/08/13                        ;24/08/13  ;2013-08-24 00:00
24,4;13,1              ;17,67           ;25/08/13                        ;25/08/13  ;2013-08-25 00:00
23,3;13,2              ;17,82           ;26/08/13                        ;26/08/13  ;2013-08-26 00:00
25  ;9,3               ;17,26           ;27/08/13                        ;27/08/13  ;2013-08-27 00:00
24,9;12,6              ;18,25           ;28/08/13                        ;28/08/13  ;2013-08-28 00:00
24,5;11,5              ;17,88           ;29/08/13                        ;29/08/13  ;2013-08-29 00:00
25,8;11,1              ;18,57           ;30/08/13                        ;30/08/13  ;2013-08-30 00:00
26,5;8                 ;17,66           ;31/08/13                        ;31/08/13  ;2013-08-31 00:00
28  ;10,5              ;18,69           ;01/09/13                        ;01/09/13  ;2013-09-01 00:00
28,4;9,2               ;18,08           ;02/09/13                        ;02/09/13  ;2013-09-02 00:00
28,7;13,6              ;21,09           ;03/09/13                        ;03/09/13  ;2013-09-03 00:00
26,9;14,3              ;20,79           ;04/09/13                        ;04/09/13  ;2013-09-04 00:00
26,8;13,2              ;20,49           ;05/09/13                        ;05/09/13  ;2013-09-05 00:00
26  ;13,1              ;19,07           ;06/09/13                        ;06/09/13  ;2013-09-06 00:00
19,7;13,7              ;16,07           ;07/09/13                        ;07/09/13  ;2013-09-07 00:00
21,2;11,9              ;16,13           ;08/09/13                        ;09/09/13  ;2013-09-08 00:00
23,6;6,9               ;15,33           ;09/09/13                        ;09/09/13  ;2013-09-09 00:00
22,6;11,3              ;17,13           ;10/09/13                        ;10/09/13  ;2013-09-10 00:00
